comment,label
wownice lecturethori si bhi boriyat nahi hmaja aa gaya,irrelevant
isme tera ghata mera kuch nhi jata,irrelevant
best two physics channels on youtube aremagnet brains and physics wallah,irrelevant
love you so much i am big fan of apka,irrelevant
sir yu are doing good job for better future of india,irrelevant
who watch this video in october,irrelevant
when sir was on earth rotation in  minutes in one day  i was just noticing the length of the video more than one day,irrelevant
one like for sir,irrelevant
you are best teacher of physics and chemistry sr ji,irrelevant
really a intelligent and hard working manany one in,irrelevant
sabse pahela kaamsundar diagram,irrelevant
sir is also teaching via his tshirt its one of the gravitation topic only,irrelevant
bakwas,irrelevant
sir you are supercalifragilisticexpialidoecious thank you for teaching like you are blessings us,irrelevant
anyone watching this vdo at that time,irrelevant
hw questionanswer time   sec and position  meter from bottom,irrelevant
he must get noble prize in teaching,irrelevant
at  sir sounded a bit like carryminati no offense btw,irrelevant
his singing has a separate fanbase,irrelevant
sir said  tum gareeb ho tum baitho trolley par but in the end it automatically becomes ap  alakh pandey,irrelevant
good noon mam,irrelevant
congrats on k subscribers in advance alakh sir,irrelevant
a for aap  p for pyarelal,irrelevant
all are using    hrs,irrelevant
are you from  session,irrelevant
ajum hai,irrelevant
is lecture ko dekh ka rip unacdemy,irrelevant
sir aap jo bhi bolte ho sb kuchh note krta hu ek ek word pause play pause pla kr k tb dimaag me bhi ghus jaata h,irrelevant
the cliffhanger how can someone leave a cliffhanger in physics kudos to you sir,irrelevant
tomorrow is my first monthly exam now i am again listening to physics wallah s lecture,irrelevant
sir mene sahi kiya last wala questions kyuki mene apki purani video dekhi this,irrelevant
sirthats gt questions,irrelevant
me watching it after completing electrostatics,irrelevant
bolo dhadi wale aadmi,irrelevant
kaun si book sab log follow kar rahe ho agar s l arora follow kar rahe ho to like karo,irrelevant
who is watching for  dropper batch,irrelevant
proud  attitude  knowledge  howling,irrelevant
kitte students ko lagta hai th me fail ho jaegaajo mere comment ko like nhi kregaa wo fail ho jaegaa,irrelevant
this is approx end of   who is learning kinematics now,irrelevant
good message,irrelevant
who want alakh sir as own school teacher edit its amazing to see that students are still watching the old lectures of this dariwale inshaan  while he has launched so many new batchesthis is the power of marker nd white board,irrelevant
mam aapka saadi ho gaya,irrelevant
years sir,irrelevant
sir feel agyi,irrelevant
iframe width height srchttpswwwyoutubecomembeddmhlxqbxyulistplfkfnwlfchamoehrfdsvoiwszqqheq titleyoutube video player frameborder allowaccelerometer autoplay clipboardwrite encryptedmedia gyroscope pictureinpicture allowfullscreeniframe,irrelevant
aadmi ki himmat dekho ek bar m hour ki viedeo bna dale for us,irrelevant
police wale ki to naukari hi chali gyi hogi,irrelevant
baabu tumse naa samjha paoge,irrelevant
mam i am a bio student i have completed my   now i am doing bsc but after seeing your video i want to study maths,irrelevant
heppo beppo,irrelevant
yadavattitude dangeryadav,irrelevant
httpswwwyoutubecomchannelucubefqprgedsvdnojzizg,irrelevant
yahan par bhi voice achhi lag rhi hai,irrelevant
httpsyoutubengpeafoifor best studies of science for class th th,irrelevant
thank you so much sir your video is best as well as you are the best teacher thank you,irrelevant
congo sirm subsciber ho gaya,irrelevant
c and,irrelevant
tx sir muje khafi help milti he apke video se,irrelevant
at  similar questions came in jee mains  with change in values,irrelevant
guru randhawa s new song is coming soon  down town   on trending,irrelevant
how many are see during june last,irrelevant
sir i am a neet  aspirant but watching these lectures and they are just phenomenol,irrelevant
from here  to unicorn company,irrelevant
pencil say pen tak anay ka safar kitna haseen tha,irrelevant
on  its my physics exam m a bit nervousness,irrelevant
httpsyoutubeoaqkqykbdsjust go through it once agr mathematics smjh na aye to dislike kr dijiyega,irrelevant
thug life of alakh sir,irrelevant
fbd bnana to aata h na kya hua ese bethe v woho million dollar expression sirrr,irrelevant
ap ka monthlt income you tube videos se kitna hota h,irrelevant
who is preparing for exams,irrelevant
hlo sir can you reply us,irrelevant
sir aap gana acha gate ho,irrelevant
any class  student in december  with more than  backlogs,irrelevant
halwa halwa what a word,irrelevant
the truth is there,irrelevant
imagine,irrelevant
badhiya sir ji,irrelevant
me watching the video  day before test,irrelevant
thank you so much helpful your class,irrelevant
mujhe bhi apni batti jlaani h,irrelevant
i always watch mam lecture in x speed,irrelevant
we are legends watching in august  era,irrelevant
mja aa gya sir  feel ho raha hai,irrelevant
lmfao,irrelevant
to the worldu may be a teacherbut to your studentsyou are a herobest teaching award should be given  ubest energetic teacher in the world i have ever seenthank u sir,irrelevant
who is preparing in lockdownlike here,irrelevant
you my mr anand bhaiya,irrelevant
studentsir do u have a gfsir,irrelevant
who are not studying coaching and still watching in mid december hit enormous like and fantastic comments,irrelevant
not for jee so dont watch only for basics,irrelevant
class  mai kon kon dekh rha h,irrelevant
dislikeskaun hai yeh log kaha se aate hai yeh log,irrelevant
wooow,irrelevant
dislike button pressed from students of excellence coaching center,irrelevant
amazing teaching hub center in india in physics wallah bhai alakh sir ke lie like karo free me aisa koi nahi padayega higher and completely education gives alakh sir like karo bhai,irrelevant
the comment section is more cringier than indians making reels,irrelevant
our bangladeshi teachers should lick your feet huge respect sir,irrelevant
aap gazab ki acting karti hai miss,irrelevant
sir yeh video mai aawaj boht kam hai,irrelevant
our physics guru,irrelevant
really speaking you are very intelligent sir,irrelevant
kon kon ye notice kiya mam ne bola samajh aaya fir nhi samajh aaya,irrelevant
mein unbelievable happenings mere aankho se dekha ki min pehle dekha ki eha koi nhi tha mene st view min baad phirse khola dekha  like and  unlike dekha and total  views ho gaya minto mein that proves incredible india,irrelevant
ye sir bb ki vines dekhte hai,irrelevant
that song in the starting directly touches my heart,irrelevant
too many ads,irrelevant
sir you got what you want,irrelevant
dec wale hath rjai se nikalo or like kro,irrelevant
guys for chemistry and mathematics this sir is best but whish channel is best for maths for iit  and  std,irrelevant
main aisa laga ki mobile ka brightness kam ho gaya mera kisko kisko lga like koro,irrelevant
raja ji kai pass mai teri chugli karunga,irrelevant
now no teacher sof physics can consider himself as alakh pandey,irrelevant
nice looking sir,irrelevant
nice dit,irrelevant
who thinks this guy can replace ravi shastri our indian cricket team coach,irrelevant
who is just seeing possible in iit,irrelevant
last trick perfect nd thanq so much sir,irrelevant
you should probably be studying now,irrelevant
who was in dec,irrelevant
ye you tube ko jitne baar dekho utni baar like krne ka option dena chhahiye tha pw is osm,irrelevant
thankful for your support sir,irrelevant
ultra pro max watching in march,irrelevant
did he just sayhe is shooting this video at  am at night,irrelevant
questions ansi qcalorieucalorie wiiquw,irrelevant
lot of love from kashmir,irrelevant
sir aapka favourite spot koti hai na,irrelevant
the answer according to me for  is  r pie,irrelevant
wow ghazab sirhit like button if you are a fan of sir like me,irrelevant
only legend know difference,irrelevant
listen carefully birdscuccosings very peaceful,irrelevant
tomorrow is my maths exam,irrelevant
i thought my hearing ability is smashed and increased volume fully and then at  i closed my ears,irrelevant
i am watching this video at am at night,irrelevant
sir apna kabhi bhoot ghost dakha haaa,irrelevant
taurne taurne taurne tarine,irrelevant
at  i think mobile rang,irrelevant
aupp kha padta ho sirr,irrelevant
mam app overreact jada karate ho padhai kam karate ho,irrelevant
sir first time me thoda kam samjh me aaya jise jis ekam samjh aaya ho like karo,irrelevant
my heart,irrelevant
sir mai  pe hi dekh rha hu,irrelevant
ooooooo maaaa guuu tuuurrruuuueeee luuyb,irrelevant
ans of last is bv,irrelevant
legends started in feband chemistry still not started what should i do,irrelevant
indian bhi english word h,irrelevant
who like alakh sir,irrelevant
sir talking about pubgnow it is bgmi,irrelevant
i have started watching your lectures last monthand really they were better than lectures of my institute now i dont have fear of physics anymore,irrelevant
batch attendance here for class,irrelevant
watch all the ads,irrelevant
me here on th march  going for a test in his own janakpuri centre,irrelevant
sir you are ms dhoni of physics,irrelevant
kon kon alpha ke lea wait kar rha ha,irrelevant
i like the way mam teach us love u mam,irrelevant
kya mam aapki shaadi hogayi hai kya,irrelevant
sr aap neet physics pr alag video bnao n plz,irrelevant
legends are watching this lec  hours before exam,irrelevant
itti nautanki na kiya karo yaar,irrelevant
legends are watching inkya matlab ki tum lejhand homein bhi lejhand hoon,irrelevant
kon kon first  min vali line mai jor jor se hasa,irrelevant
sir u made it crazy,irrelevant
superb your vedio sir i like me your vedio sir,irrelevant
sir maira ans c wala tha,irrelevant
day  dropper,irrelevant
kya samjhate ho bhai,irrelevant
vv of liquid immersed displaced,irrelevant
sir your tatoo is just cool as the way of your teaching,irrelevant
from andhar pradhesh,irrelevant
anyone in december hit like,irrelevant
sir i am from futurein  there will be a crisis due to corona,irrelevant
tomorrow is my exam and here i am,irrelevant
sir do you know any ankush gupta sir,irrelevant
yoohoo i downloaded physicswallah app today,irrelevant
sir dance bhi kar dijiye please,irrelevant
legend are watching  in class,irrelevant
diploma student attendance,irrelevant
who are watching in january like me,irrelevant
its,irrelevant
right concept zum zum,irrelevant
fml aaraha h,irrelevant
sir aap n kamal ho aapki vid s hamen bht help milti hai thank u sir,irrelevant
sir ap the isliye science liya aisehi videos banate rahe aur hm logiko bachate rehe,irrelevant
thankuuuuu very much sir,irrelevant
bechare sir inko abhi ye tak nahi pata hoga ki sir ak  me kitna bada group ho jaye ga,irrelevant
how to  to hero in chemistry,irrelevant
total height of tree  and t sec,irrelevant
salam alakh bhai,irrelevant
best teacher of all,irrelevant
offensive kuch bol diye the sir isliye hata diye censored,irrelevant
try to understand esko km kro theres nothing interesting by adding this type of voices its just irritating,irrelevant
c hoga ans,irrelevant
are bhai tumna age ka video kab upload karne ko socha hai jab mai tumhare umar ka hijauga tab kya,irrelevant
clg ka koi bhi class nai hota,irrelevant
attendance here  comment with your name,irrelevant
amazing way of study,irrelevant
bht achi physics padhate ho sir aap,irrelevant
any legend in march just like meexam ke ek din pehle,irrelevant
i am watching work energy and power from umeed and in btw yt recommended me this,irrelevant
st fvt,irrelevant
excuse me,irrelevant
sir aapto ek hi video mein  ka combo dete ho samajh bhi aa jata hai entertainment bhi ho jata hai,irrelevant
legend wating this after exam,irrelevant
only legend will know that sir makes spelling mistakes and the spelling of algebra is wrong,irrelevant
sir apka number mil skta hai,irrelevant
she is best teacher,irrelevant
sir plz stop your ugly drama while doing video bcoz its looks funny to u,irrelevant
finally finished the syllabus again,irrelevant
any body in quarrantine lockdown,irrelevant
legend watch in august,irrelevant
i am here when its m subs,irrelevant
maja agaya sir padha kar,irrelevant
no binod,irrelevant
complex no became simple no,irrelevant
concept best but unique thing is that you give such a good questions hence you are best,irrelevant
you are master of physics,irrelevant
asalamu alikum warah matullahi wabarakatuhu,irrelevant
i like you alakh sir,irrelevant
u deserve m subs,irrelevant
aur guys bina result ke aa gye padhne,irrelevant
nice lecture always,irrelevant
legends watch exam day,irrelevant
who are studying th first time,irrelevant
u r jitu bhaiya  for us sir really hats of to u,irrelevant
bhagwan ka naam lena  apne apne,irrelevant
october  wale like karo,irrelevant
constants ko mat chedho,irrelevant
vry nyc video,irrelevant
akash  wale like karo,irrelevant
if i m not wrong sir was having pie sign on his right hand,irrelevant
you are best teacher of physics,irrelevant
people who watch this in jan,irrelevant
sir dc pandey follow krke pdhate h baccho,irrelevant
tumhari umar ke sabhi naujawano ko aur naujawanioo,irrelevant
our old is gold,irrelevant
i finishing it  hours before exam,irrelevant
end,irrelevant
miss u thanos,irrelevant
jay ho,irrelevant
aab kaha hi doubt koi pucchega sab to clear hogya,irrelevant
pandey sir jindabad,irrelevant
mam aapna ya aak baar padaya,irrelevant
batch of assembly herelets beat all records of pw old video watching,irrelevant
he is even popular in nepal due to his mastery in teachingfeel aata hai padhne me,irrelevant
anyone watching in august,irrelevant
love you bhai,irrelevant
bzhxbdhgvxjdn,irrelevant
k views and only k likes why people,irrelevant
rain coming,irrelevant
okh,irrelevant
best teacher of physics in the worldwidethank you so much sir appreciate your efforts,irrelevant
i am never seen in this type of teaching standard forever,irrelevant
if alakh sir is not a teacher then definitely he is a mimicry artist,irrelevant
but icsc board is not recognized by govt of india,irrelevant
sir aapne pi ka tatoo bana rhka hai,irrelevant
kisne video or starting mein playback speed check ki thi,irrelevant
physics wallah is better than allen,irrelevant
mam youre doing great,irrelevant
wwwworldoftechnologyxyz,irrelevant
you are really amazingchemtubebyprakashpandey,irrelevant
thnks,irrelevant
those k dislikes are from those coaching institutes whose businesses have flopped due to alakh sir,irrelevant
physics is a dumb subjectreason  make problem by your self and make difficult to difficult  solutions,irrelevant
ye teacher khud to krti nhi calculate pehle likh deti h,irrelevant
kis kisko alakh pandey sir agle janam mai bhi chaiye like kro aur comment bhi yaaro itne like kro ki bhagwan bhi majboor ho jaaye,irrelevant
sir plz tell about a good biology video channel for class,irrelevant
sir can now really buy ferrari,irrelevant
sir hr topics ka notes bhi beina dia kija,irrelevant
httpswwwyoutubecomwatchvbnahaibcuhttpswwwyoutubecomwatchvbnahaibcu,irrelevant
m students will be soon,irrelevant
watching on  th march,irrelevant
seeing this one day before exam mja aa gya guys,irrelevant
comment ans is  j,irrelevant
i will work for phsics wallah always,irrelevant
httpsyoutubeicmmrccbasubscribe my youtube channel,irrelevant
veryy helping vedio,irrelevant
sir for you respect comes from,irrelevant
hai sir one heart plz,irrelevant
kyu aya,irrelevant
sir pure aadmi ka emotion share kar lete hai dil ki baat hamesha se aur kej dete hainproud of you sir and hit likes and comments for sir,irrelevant
camera is not clear,irrelevant
sir pure rolling khatam kar do,irrelevant
ap itni sundar hai me kya karu,irrelevant
congratulations sir  million completed,irrelevant
droppers are welcome here,irrelevant
time  sec and m and m,irrelevant
i m here baby,irrelevant
who r watching this video before exam,irrelevant
sourabh,irrelevant
pyara dushya,irrelevant
did any one notice that sound sharp at,irrelevant
maam ke paas iphone hai,irrelevant
sir happy janmastmi,irrelevant
accha,irrelevant
if u like this comment i will get notification of this beautiful video and study harder,irrelevant
nyc sir g,irrelevant
sir please aap ek comedy vedio bnaye us me mera nam jrur lijiyega please sir javed ansari from jnv mau class,irrelevant
who still watching in summer vacation in,irrelevant
feeling a different feeling after completing a whole playlist,irrelevant
when a teacher asked mazaa aa rha hi used to think ki prdne main koi mza aata bhi hbut for the first time i actually said han sir mza aa rha h,irrelevant
sir formulas ki video jaldi bannaie,irrelevant
httpsyoutubeyasjmo,irrelevant
joo bee bolo saab kaam ha,irrelevant
last question and option b,irrelevant
thank u soo much,irrelevant
i feel so bad now that alakh sir will not teach us anymoreyou are a gem,irrelevant
dear friends please support my channel please,irrelevant
friends mein ross ka rotational mechanics strongest subject tha,irrelevant
liver is male teacher,irrelevant
hellow bacho to kasi hi app sab,irrelevant
alakh sir apna number send karo,irrelevant
ye tera dil samajhta haiye mera dil samajhta hai,irrelevant
proper banayega mai was far better than fire hai mai from pushpa,irrelevant
exams will be online or offline,irrelevant
wale bache attendance do,irrelevant
physic wallahnaryana,irrelevant
wow aap jaisa teacher kaha i love the way you teach excellent sir aapka parents ko aappa kitna proud hoga sachhi mujha bhi aap jaisa bhai kash mil zata sir,irrelevant
ads are so goodsir,irrelevant
sir vo rectangle nhi bn rha,irrelevant
bruh,irrelevant
same,irrelevant
give attendance  batch,irrelevant
sirmay god fulfil your dream,irrelevant
waiting for subham and ramesh,irrelevant
free fire,irrelevant
mam ka rutba dekh rahe hoo  super confidence,irrelevant
who is watching on th april  pm,irrelevant
u are just perfect,irrelevant
who is watching this lecture in december,irrelevant
sanjog toh dekho  jab sir ne kaha good morning good evening krna band kar dijiye tbhi mere bf ne muje good morning bheja maine sir ki baat sunke usko ignore kar dia,irrelevant
bhagwan so sir ji aap,irrelevant
thanks sir aap tho thope ho bacchon ki hope ho,irrelevant
mam when i start learning biology from magnate brain i love biology tq mam,irrelevant
hath prr pay dam nahi hum kisi say kam nahikaya shayri,irrelevant
who is watching for final,irrelevant
done pseudo force,irrelevant
bhi jo mere comment se agree hai please reply karo,irrelevant
all the dislikes r by kota teachers kyu dosto,irrelevant
does this cover neet syllabus also,irrelevant
sir aapne physics ko interesting bana diyathanks sir,irrelevant
mene kha phulo ko hasoo tou wo khil khilake has die,irrelevant
from  is like asriver to sea,irrelevant
u r osum sir,irrelevant
video atey hi like kardeneka,irrelevant
who is watching the videos in december,irrelevant
nice siir,irrelevant
watch in  for neet,irrelevant
sir might be living where rail line is close as sound can easy heardreally sir work very hard for sucess which is now he is,irrelevant
where you live sir,irrelevant
kon kon scrool kr ke answer dund rha hai,irrelevant
per thanks,irrelevant
abhi koi neechey zaroor comment karega sir koe kiaapney ise question ka answer galat likha hai aaathuthukh kar chalayengey,irrelevant
major contribution towards countrys progress,irrelevant
sir ki bakchodi next level hai  padhane ke saath saath,irrelevant
its  am i m studing alone without any disturbance,irrelevant
you are fabulous my teacher,irrelevant
sir u r the best teacher,irrelevant
physics teachermy physics teacheralakh pandey sir is particularly gifted to this day i know how he introduced the subject of physics he says us we are going to learn how to deal with very simple questions such as how a body falls due to the acceleration of gravity,irrelevant
watching this in x speed bcz tomorrow is my exam,irrelevant
mam app sahi me chandal ho,irrelevant
muje laga video me error kaise aagya,irrelevant
love form odisha,irrelevant
sir  india needs teacher like you  aaj hr student without fee study kr pa rha hai aapki vajah se  thanks all pw family  agar m teacher bna t aakhri tamanna pw platform m padane ki hogi vo bhi free of cost,irrelevant
watching video in march,irrelevant
bhadai ho sir k subscribers,irrelevant
come on man k likes after  k views aur baat kris h support krne ki thumbs on faast,irrelevant
biden jeet gaya,irrelevant
baccchon padte samay comment mat karo,irrelevant
ye chuha khana kya haehahahaaha,irrelevant
i am doing physics and chemistry till jee advance level for neet is my decision correct by the way i am in class  and solved previous years jee advance papers and can do  question very well and i was able to solve all advance questions of this video,irrelevant
mera aaj exam hai,irrelevant
thanks sir  watching in,irrelevant
parallelogram method begins,irrelevant
